distance,speed,weather,isOpen,favorite,clickCount,lastClickedDate,theme,fclass,cluster_score,colocation_score,interestScore
0.64,3.87,1,0,1,29,1,4,15,0.796,0.78,0.0
0.42,5.89,3,1,1,27,8,5,58,0.665,0.775,0.0
1.9,3.62,1,1,0,7,52,2,3,0.543,0.565,0.0
0.26,36.37,3,1,1,9,170,2,18,0.532,0.531,0.0
0.54,38.81,3,1,0,5,31,5,7,0.309,0.248,0.0
0.83,13.92,2,1,0,0,273,1,22,0.34,0.12,0.0
1.56,4.42,1,1,1,3,38,1,12,0.58,0.41,0.0
7.27,4.32,3,1,1,20,26,5,5,0.698,0.774,0.0
7.04,5.45,2,1,1,5,56,2,51,0.211,0.253,0.0
3.46,4.09,3,1,1,2,44,5,66,0.309,0.394,0.0
0.34,17.4,1,0,1,16,4,4,38,0.666,0.745,0.0
0.78,17.97,2,1,1,5,136,5,65,0.419,0.463,0.0
0.56,4.79,2,0,0,2,543,5,26,0.254,0.114,0.0
2.11,18.88,3,1,1,4,75,4,52,0.41,0.416,0.0
0.59,17.39,3,0,0,5,70,2,46,0.355,0.321,0.0
4.39,48.68,3,1,1,25,18,4,3,0.743,0.699,0.0
43.5,3.57,1,1,0,7,122,1,29,0.573,0.467,0.0
9.53,5.12,2,1,1,4,118,4,43,0.321,0.382,0.0
7.95,4.19,3,0,1,8,36,1,9,0.48,0.512,0.0
9.59,19.65,1,0,0,4,27,1,59,0.647,0.708,0.0
0.26,47.51,1,1,0,14,16,3,52,0.757,0.7,0.52
0.97,5.07,2,0,0,10,29,2,31,0.775,0.73,0.0
0.09,19.96,3,0,1,6,20,2,50,0.664,0.68,0.0
2.17,42.98,2,1,0,6,117,1,35,0.456,0.488,0.0
18.86,4.05,3,1,1,23,0,3,22,0.799,0.692,0.0
54.84,5.39,1,1,0,4,87,5,52,0.346,0.433,0.0
11.39,13.74,1,1,0,7,115,0,47,0.53,0.34,0.049
80.39,5.34,2,1,0,3,91,3,18,0.391,0.364,0.0
1.04,4.3,3,0,1,3,151,1,67,0.599,0.336,0.0
84.72,10.57,2,1,1,4,146,1,33,0.377,0.495,0.0
0.56,5.85,2,1,0,9,84,5,20,0.545,0.311,0.0
3.73,29.63,3,1,1,1,102,4,48,0.308,0.368,0.0
0.05,3.98,2,0,0,3,480,2,44,0.157,0.377,0.0
10.0,3.92,2,1,0,3,147,5,57,0.284,0.31,0.0
85.73,3.1,2,1,1,4,7,4,11,0.615,0.697,0.0
0.89,3.5,2,1,0,2,57,1,68,0.27,0.302,0.0
11.26,4.89,3,1,1,8,23,5,71,0.523,0.316,0.0
1.22,19.88,3,1,1,0,438,1,19,0.15,0.153,0.0
12.35,38.57,1,1,1,3,147,2,74,0.371,0.398,0.0
1.16,4.98,2,1,1,2,162,5,34,0.375,0.379,0.0
2.86,11.54,2,1,1,10,5,0,56,0.613,0.72,0.0
2.7,5.0,3,1,0,6,148,0,35,0.55,0.545,0.0
3.37,6.22,2,0,1,1,61,4,55,0.22,0.125,0.0
0.35,4.56,1,0,0,5,127,2,71,0.597,0.493,0.0
0.04,16.53,3,1,0,10,86,2,33,0.418,0.507,0.0
0.21,6.6,1,1,1,3,431,5,24,0.149,0.309,0.0
1.09,48.2,2,1,0,6,86,2,45,0.516,0.537,0.0
0.62,4.28,2,1,0,5,456,3,9,0.194,0.177,0.0
1.96,4.04,1,1,0,1,412,3,29,0.32,0.212,0.0
3.39,6.23,3,1,0,5,38,0,69,0.313,0.392,0.0
2.03,6.13,2,1,1,4,60,0,61,0.465,0.338,0.276
35.12,18.55,2,1,1,10,176,5,59,0.525,0.533,0.0
0.3,3.37,1,1,1,8,142,5,52,0.473,0.596,0.0
0.37,3.44,2,1,0,6,47,2,59,0.599,0.369,0.0
3.59,33.24,2,1,1,5,11,4,40,0.413,0.541,0.0
0.13,4.58,1,1,0,19,22,2,53,0.709,0.722,0.0
0.95,32.33,2,1,0,4,350,4,50,0.187,0.236,0.384
17.0,6.1,3,0,1,9,123,2,22,0.518,0.554,0.0
2.18,5.2,2,1,1,5,28,0,4,0.523,0.498,0.22
0.29,6.97,2,1,0,0,112,4,49,0.373,0.417,0.443
0.17,4.82,1,1,0,1,448,4,22,0.178,0.168,0.0
0.14,3.12,2,1,0,1,128,3,39,0.308,0.331,0.0
1.03,18.89,3,1,0,3,35,0,17,0.387,0.439,0.444
11.91,4.42,2,1,1,0,299,0,57,0.237,0.14,0.0
6.41,4.93,1,1,1,4,17,4,30,0.319,0.453,0.0
25.55,3.67,1,1,0,1,151,0,31,0.323,0.395,0.0
3.01,16.47,3,1,1,1,29,4,14,0.425,0.308,0.0
1.8,6.27,2,1,0,0,229,5,17,0.157,0.179,0.0
0.13,10.11,2,1,1,4,593,3,68,0.204,0.189,0.0
10.78,16.06,2,0,1,24,9,2,46,0.716,0.704,0.0
10.57,5.56,2,0,1,6,2,0,20,0.741,0.638,0.0
12.34,6.22,3,1,0,6,99,0,54,0.308,0.591,0.0
0.29,6.98,1,0,1,2,374,0,48,0.278,0.135,0.464
0.87,3.56,3,1,1,3,149,4,28,0.398,0.385,0.0
3.97,6.43,3,1,0,23,22,0,47,0.74,0.74,0.0
0.62,46.06,2,1,0,8,121,4,63,0.514,0.587,0.0
2.68,27.63,3,1,0,10,22,3,16,0.483,0.45,0.0
5.79,18.16,2,0,1,4,85,2,7,0.378,0.313,0.0
0.97,41.46,3,1,1,4,29,4,8,0.313,0.405,0.0
1.0,27.46,1,0,0,1,592,0,69,0.36,0.144,0.0
0.36,13.94,2,0,0,5,164,2,46,0.312,0.325,0.0
1.58,3.37,1,1,0,7,67,1,13,0.535,0.551,0.0
2.8,34.9,2,0,1,3,34,5,19,0.428,0.566,0.0
0.22,35.2,3,1,0,7,151,0,9,0.489,0.514,0.472
0.19,14.19,2,0,0,4,14,2,50,0.409,0.533,0.0
1.06,5.12,1,1,0,4,77,1,66,0.449,0.397,0.0
2.33,3.52,3,1,1,5,119,3,6,0.571,0.554,0.0
6.87,10.81,1,1,0,1,424,4,21,0.233,0.115,0.0
13.68,3.63,3,1,0,10,11,4,70,0.729,0.626,0.0
1.29,4.19,1,1,1,2,435,5,67,0.122,0.358,0.0
1.47,3.97,1,1,0,1,367,4,40,0.23,0.152,0.0
3.4,28.91,2,1,0,5,109,4,45,0.314,0.329,0.0
0.48,40.0,1,1,0,4,26,2,68,0.682,0.682,0.0
1.18,4.49,1,0,0,5,19,0,30,0.301,0.335,0.328
2.2,6.48,1,1,1,3,296,4,48,0.169,0.242,0.0
1.81,6.19,3,1,1,5,259,5,70,0.276,0.217,0.0
1.03,14.42,3,1,0,1,204,4,25,0.283,0.255,0.0
95.07,14.15,1,1,0,1,65,3,55,0.375,0.347,0.0
0.25,4.15,1,0,1,7,155,5,70,0.576,0.445,0.0
0.56,15.53,3,1,1,7,68,0,47,0.454,0.404,0.77
0.75,5.62,1,0,1,0,192,1,47,0.114,0.178,0.0
2.82,4.89,2,1,0,5,96,0,45,0.516,0.343,0.026
15.57,4.9,1,1,1,10,132,0,23,0.561,0.375,0.0
0.01,15.5,3,0,0,5,165,2,65,0.379,0.506,0.0
0.68,3.48,3,1,1,10,13,1,2,0.578,0.445,0.0
1.3,6.12,3,1,1,9,65,5,74,0.322,0.529,0.0
0.04,4.71,2,1,1,0,215,0,60,0.276,0.176,0.675
1.65,48.0,3,0,0,0,27,0,57,0.396,0.363,0.345
0.17,6.67,1,1,1,4,76,5,23,0.22,0.385,0.0
99.15,18.75,1,0,0,2,508,1,12,0.152,0.149,0.0
5.0,6.2,2,0,1,5,314,3,24,0.172,0.378,0.0
1.9,15.25,1,1,1,10,29,0,53,0.552,0.358,0.0
0.11,3.53,2,1,1,18,10,3,64,0.774,0.646,0.868
81.33,4.87,3,0,1,5,118,5,26,0.567,0.585,0.0
0.85,6.64,1,1,1,7,28,2,42,0.407,0.537,0.0
52.49,18.23,2,0,0,3,500,3,55,0.384,0.12,0.0
19.68,6.65,2,1,0,7,169,1,11,0.38,0.573,0.0
3.63,39.94,3,1,1,5,139,3,59,0.544,0.555,0.0
1.75,6.11,3,1,1,9,12,4,56,0.719,0.681,0.0
3.21,3.54,3,1,1,25,29,0,36,0.741,0.674,0.0
0.92,42.48,3,1,0,10,3,1,50,0.623,0.682,0.0
3.35,3.02,1,1,1,2,106,4,16,0.401,0.317,0.0
2.29,4.07,1,1,1,2,301,0,12,0.128,0.116,0.373
0.41,4.19,2,1,0,4,522,5,35,0.105,0.12,0.0
3.62,3.73,1,0,1,12,0,1,44,0.795,0.707,0.0
2.05,13.31,3,0,0,0,355,0,8,0.375,0.129,0.235
0.84,10.86,2,0,0,5,551,3,57,0.162,0.109,0.0
12.29,5.49,2,0,1,0,305,4,66,0.151,0.367,0.0
1.49,16.45,3,1,1,5,49,2,10,0.367,0.515,0.0
0.79,5.21,1,0,1,3,13,5,45,0.45,0.538,0.0
3.14,5.58,1,0,0,5,2,2,24,0.697,0.692,0.0
2.24,6.5,1,1,1,3,172,5,57,0.297,0.39,0.0
0.33,11.89,1,1,0,3,421,3,74,0.337,0.19,0.0
3.53,4.82,1,1,0,5,175,1,36,0.396,0.216,0.0
0.33,5.01,3,1,0,9,93,0,67,0.496,0.451,0.0
12.31,11.09,1,1,0,2,70,0,42,0.179,0.39,0.019
2.56,6.65,1,1,1,5,132,3,18,0.456,0.323,0.0
1.15,3.77,3,0,1,10,101,2,32,0.313,0.548,0.0
1.96,6.24,2,1,0,2,370,0,12,0.192,0.352,0.214
3.35,30.64,3,1,1,2,326,1,49,0.1,0.126,0.0
0.67,42.69,3,1,0,1,86,5,40,0.271,0.37,0.0
0.07,5.24,1,0,0,4,229,5,68,0.164,0.312,0.0
7.46,42.31,2,0,0,3,534,1,29,0.232,0.143,0.0
15.54,6.51,2,0,1,3,433,2,60,0.118,0.371,0.0
2.97,3.41,3,1,1,7,172,3,54,0.591,0.583,0.0
1.7,5.35,1,1,1,7,0,0,54,0.703,0.605,0.0
89.92,6.01,2,1,0,2,553,1,49,0.126,0.389,0.0
18.05,3.52,1,0,0,2,129,3,17,0.313,0.307,0.0
1.22,5.17,3,1,1,2,372,2,37,0.267,0.21,0.022
12.5,10.61,1,0,0,0,140,5,71,0.357,0.339,0.0
2.05,13.07,3,1,1,10,99,5,23,0.427,0.421,0.0
26.2,4.68,1,1,0,10,60,3,65,0.522,0.303,0.0
0.48,3.1,2,0,1,10,5,1,16,0.6,0.774,0.614
1.9,4.97,3,1,0,5,36,0,63,0.113,0.372,0.0
14.36,5.65,1,1,1,7,174,2,71,0.522,0.378,0.0
77.77,4.25,1,1,0,2,395,3,3,0.274,0.187,0.0
0.94,45.51,1,1,1,3,219,0,48,0.132,0.242,0.648
0.03,3.78,1,0,0,5,28,4,27,0.649,0.698,0.0
1.97,41.1,3,0,1,6,17,1,42,0.668,0.666,0.0
3.98,18.65,3,1,0,2,484,5,48,0.108,0.212,0.0
5.06,6.38,3,1,1,7,20,5,4,0.575,0.589,0.0
2.26,3.94,1,1,1,3,336,4,63,0.135,0.252,0.0
5.0,6.7,2,0,1,0,117,1,37,0.374,0.202,0.0
0.29,3.03,1,1,1,2,177,2,28,0.328,0.264,0.0
18.58,5.34,1,0,1,0,86,4,23,0.34,0.34,0.0
0.13,6.07,1,1,0,9,23,4,5,0.475,0.343,0.0
0.33,15.61,2,1,0,4,432,2,71,0.295,0.166,0.0
3.2,25.46,2,0,0,7,18,2,32,0.409,0.434,0.0
0.59,3.71,2,0,1,1,35,2,10,0.155,0.145,0.0
2.48,3.63,3,0,1,4,593,3,72,0.316,0.284,0.0
19.72,4.88,2,0,0,5,519,0,4,0.18,0.154,0.0
72.9,4.09,2,1,0,16,0,3,60,0.674,0.756,0.0
0.61,16.86,1,0,0,8,160,5,41,0.459,0.404,0.0
34.95,37.8,1,1,0,6,100,0,44,0.322,0.56,0.0
0.6,4.46,1,0,0,1,312,2,25,0.136,0.272,0.0
0.13,11.65,2,0,1,9,23,1,35,0.318,0.527,0.0
3.6,49.17,1,1,1,5,74,5,0,0.477,0.507,0.0
0.32,3.6,3,1,0,9,134,5,10,0.33,0.495,0.0
19.15,42.55,1,1,0,1,183,1,71,0.145,0.347,0.0
0.2,4.1,2,1,1,8,59,0,10,0.515,0.427,0.787
3.56,3.74,2,1,0,5,87,1,51,0.494,0.571,0.0
2.73,5.28,3,0,1,5,24,3,21,0.33,0.323,0.0
1.87,29.61,2,1,0,2,520,2,29,0.304,0.18,0.389
13.03,5.71,3,1,0,4,528,1,7,0.146,0.319,0.0
5.09,4.91,1,1,1,3,89,4,48,0.515,0.399,0.0
1.09,16.22,2,1,0,5,110,4,34,0.308,0.577,0.0
3.49,4.09,2,1,1,4,485,2,67,0.321,0.168,0.0
6.5,5.42,1,1,0,7,20,4,41,0.668,0.692,0.0
4.24,5.58,2,1,1,2,59,3,2,0.368,0.262,0.0
0.81,4.16,1,0,1,4,167,0,15,0.446,0.309,0.524
1.99,4.86,1,1,0,3,176,1,26,0.424,0.405,0.0
15.28,5.64,2,1,1,18,9,1,44,0.691,0.78,0.0
0.28,6.55,1,1,0,2,380,3,69,0.264,0.215,0.0
0.15,4.94,2,1,1,10,20,1,73,0.608,0.701,0.0
1.47,13.38,1,1,1,5,46,0,13,0.236,0.136,0.0
2.4,5.34,3,1,1,9,132,1,55,0.375,0.438,0.0
1.67,14.46,1,1,1,14,4,1,22,0.726,0.732,0.0
0.7,5.59,1,1,0,5,64,5,71,0.543,0.451,0.0
1.21,4.18,1,1,1,7,26,3,19,0.677,0.628,0.0
0.76,18.89,3,1,1,4,173,0,48,0.46,0.594,0.8
0.86,14.88,1,0,0,6,148,2,21,0.557,0.343,0.0
95.8,14.06,2,1,0,2,508,0,6,0.271,0.231,0.0
1.38,12.25,3,0,0,2,141,3,47,0.349,0.218,0.0
3.61,35.99,2,1,0,7,21,2,43,0.576,0.387,0.0
2.37,15.47,2,1,1,29,10,0,50,0.675,0.73,0.0
0.39,4.54,1,1,1,7,55,1,22,0.302,0.597,0.0
0.07,6.15,1,1,1,10,99,5,37,0.562,0.536,0.0
1.37,15.88,3,1,0,3,131,4,12,0.517,0.312,0.0
17.32,6.89,3,1,1,7,25,0,64,0.713,0.67,0.0
1.49,5.26,1,0,0,10,171,1,46,0.357,0.481,0.0
0.88,15.86,3,0,0,0,234,3,65,0.215,0.119,0.0
9.91,4.69,2,1,0,2,126,3,50,0.427,0.303,0.0
18.87,11.47,2,1,0,5,462,1,73,0.109,0.198,0.0
2.5,16.13,1,1,0,10,148,5,44,0.568,0.343,0.0
72.18,37.1,2,1,1,5,126,4,24,0.588,0.482,0.0
1.77,17.6,2,1,1,6,9,5,35,0.772,0.628,0.0
0.14,18.82,1,1,0,5,79,2,46,0.357,0.477,0.0
4.16,11.85,3,1,1,7,0,3,53,0.739,0.639,0.003
0.66,4.33,1,0,0,7,22,1,64,0.54,0.324,0.0
1.98,3.57,1,1,0,8,49,4,33,0.36,0.588,0.0
0.24,12.97,2,1,1,9,157,2,50,0.346,0.571,0.0
96.89,5.28,3,1,1,2,106,2,13,0.356,0.121,0.0
37.66,12.23,1,1,0,7,81,5,11,0.541,0.5,0.0
1.79,3.56,1,0,0,3,353,5,58,0.351,0.143,0.0
0.03,16.88,3,0,1,9,136,4,43,0.421,0.533,0.0
0.57,3.99,1,0,0,4,57,5,12,0.183,0.247,0.0
2.01,27.24,1,1,0,8,150,3,31,0.387,0.455,0.0
1.32,5.3,1,0,0,4,91,1,27,0.349,0.144,0.0
1.59,19.03,1,1,0,5,96,5,38,0.329,0.456,0.0
0.89,10.37,2,1,0,11,4,3,70,0.792,0.628,0.0
2.62,6.65,1,1,1,0,150,0,19,0.387,0.295,0.358
19.05,13.75,1,1,0,5,51,1,25,0.312,0.469,0.0
0.76,15.61,3,1,1,4,105,3,19,0.375,0.585,0.0
1.25,6.92,1,1,1,8,11,1,51,0.53,0.523,0.0
2.0,5.01,2,1,1,1,459,4,22,0.112,0.382,0.0
0.47,18.77,1,0,0,10,46,2,31,0.445,0.559,0.0
2.19,5.38,3,1,1,8,93,5,13,0.553,0.396,0.0
0.32,5.21,2,1,0,6,17,2,52,0.483,0.405,0.0
0.91,25.82,3,1,1,0,352,1,65,0.223,0.202,0.0
1.32,19.33,1,1,1,26,0,2,9,0.779,0.788,0.0
93.15,36.73,2,1,1,0,502,2,23,0.141,0.107,0.0
17.51,4.02,2,1,0,4,87,3,58,0.421,0.375,0.0
1.82,5.51,1,1,0,6,11,0,17,0.527,0.34,0.391
2.85,5.99,1,1,0,3,168,2,35,0.395,0.524,0.0
9.07,4.35,2,1,0,2,334,1,36,0.144,0.357,0.0
0.58,17.45,3,1,0,5,336,0,40,0.287,0.138,0.376
69.77,5.97,3,1,1,26,13,1,0,0.736,0.672,0.0
2.8,11.55,2,1,0,0,14,3,27,0.415,0.31,0.0
84.08,4.75,3,1,0,1,226,4,16,0.365,0.209,0.0
13.88,6.86,2,1,1,0,481,0,54,0.386,0.119,0.0
0.07,15.36,1,0,0,5,87,2,73,0.36,0.313,0.0
0.07,4.84,1,1,0,1,95,0,55,0.349,0.292,0.0
1.21,3.22,2,1,0,4,381,4,69,0.362,0.169,0.0
0.6,6.95,1,1,0,4,176,2,8,0.438,0.308,0.0
2.23,3.33,1,0,1,8,99,1,30,0.561,0.315,0.0
0.39,3.68,1,1,1,9,74,0,4,0.459,0.535,0.794
29.82,33.29,3,1,0,2,35,1,13,0.172,0.304,0.0
2.14,12.88,2,1,0,7,56,4,55,0.466,0.384,0.0
1.72,4.26,2,1,0,1,98,4,33,0.344,0.11,0.0
2.2,4.18,3,1,0,2,149,5,52,0.377,0.337,0.0
0.48,6.55,2,1,0,0,57,5,2,0.181,0.128,0.0
9.98,5.89,2,1,0,8,115,2,28,0.549,0.339,0.0
0.58,3.91,2,1,0,22,9,0,13,0.75,0.712,0.0
0.75,12.72,1,1,0,2,445,4,34,0.217,0.136,0.0
0.83,4.15,1,1,0,5,40,3,9,0.381,0.51,0.0
5.0,3.89,3,1,1,0,158,0,9,0.386,0.4,0.0
0.9,6.59,1,1,1,10,175,1,65,0.462,0.401,0.0
2.61,4.71,2,1,1,6,37,2,29,0.481,0.591,0.066
6.6,3.07,3,0,0,0,38,3,9,0.344,0.372,0.0
0.45,6.03,1,1,0,3,82,5,34,0.309,0.324,0.0
0.95,3.62,3,0,1,13,5,3,51,0.793,0.637,0.0
1.6,3.16,2,1,0,10,52,0,2,0.439,0.386,0.0
9.49,3.06,2,1,0,5,71,2,19,0.407,0.392,0.0
0.61,3.12,3,0,0,5,355,3,39,0.109,0.182,0.0
0.77,5.52,1,1,0,1,99,3,74,0.304,0.278,0.0
0.26,17.38,3,1,1,9,91,3,32,0.406,0.447,0.0
0.76,37.43,1,1,0,7,39,0,31,0.365,0.55,0.0
1.45,36.17,1,1,0,4,152,3,16,0.331,0.361,0.0
2.1,13.95,2,0,0,4,513,3,36,0.189,0.363,0.0
8.56,5.64,1,1,0,6,41,0,13,0.547,0.531,0.0
18.52,16.66,1,0,0,18,20,5,51,0.759,0.789,0.0
11.38,4.41,3,1,0,9,31,4,26,0.576,0.538,0.0
79.86,6.5,1,1,0,2,493,4,34,0.352,0.137,0.0
0.68,26.19,3,1,0,0,446,3,2,0.129,0.39,0.381
3.18,4.33,1,1,1,1,172,0,28,0.348,0.357,0.0
2.69,3.39,3,1,0,10,116,0,55,0.467,0.366,0.0
5.18,5.6,3,1,1,16,11,3,46,0.63,0.797,0.0
16.36,3.59,2,1,1,16,1,1,9,0.774,0.668,0.0
0.28,27.66,1,1,1,0,19,3,41,0.394,0.314,0.0
14.07,6.49,3,1,0,7,74,5,60,0.446,0.467,0.0
0.47,5.59,2,1,1,0,114,2,70,0.347,0.312,0.0
6.67,4.31,1,0,1,7,167,0,10,0.413,0.541,0.0
2.3,13.29,2,0,1,0,494,4,55,0.157,0.288,0.0
9.62,15.41,1,1,1,0,60,5,38,0.315,0.185,0.0
0.33,14.74,3,1,0,7,10,0,3,0.625,0.706,0.0
5.0,37.12,1,1,0,2,35,2,52,0.28,0.369,0.0
5.01,10.36,2,1,0,3,85,0,27,0.407,0.567,0.333
4.29,47.6,3,1,0,4,174,4,44,0.545,0.473,0.0
1.55,11.77,3,1,0,0,256,3,17,0.364,0.164,0.0
8.56,12.85,3,0,1,19,28,5,36,0.715,0.792,0.0
6.6,4.8,3,1,0,0,304,2,23,0.192,0.224,0.0
39.13,4.76,2,1,1,2,110,1,40,0.257,0.14,0.0
0.4,6.28,1,1,1,9,82,4,2,0.572,0.312,0.0
1.36,6.23,2,1,1,3,81,5,35,0.495,0.341,0.0
84.53,3.95,2,1,1,6,109,2,61,0.593,0.55,0.0
1.06,4.08,1,1,1,0,106,3,43,0.384,0.261,0.0
1.33,6.77,2,1,1,17,0,4,51,0.731,0.736,0.681
13.28,48.42,1,1,1,3,3,0,23,0.618,0.623,0.405
1.27,3.71,2,1,0,4,138,1,1,0.362,0.333,0.0
76.74,4.07,1,1,0,0,103,4,74,0.315,0.478,0.0
58.28,6.13,1,1,1,4,322,2,36,0.217,0.123,0.0
0.31,5.8,1,0,1,4,16,5,5,0.62,0.724,0.0
2.71,14.45,1,1,0,10,112,1,31,0.36,0.488,0.44
5.0,6.24,1,1,0,4,127,2,66,0.372,0.488,0.0
19.48,6.59,3,1,0,5,95,5,49,0.333,0.338,0.0
1.32,6.05,2,1,0,5,378,1,63,0.235,0.246,0.0
3.57,5.53,1,0,0,2,206,2,39,0.189,0.355,0.0
0.1,28.65,3,1,1,7,21,4,59,0.781,0.604,0.863
0.07,3.52,1,0,1,12,29,1,63,0.723,0.786,0.0
0.53,6.95,1,1,0,8,151,0,32,0.329,0.476,0.441
3.05,4.28,2,1,0,2,16,1,60,0.352,0.316,0.0
9.56,5.47,1,0,1,3,155,3,17,0.285,0.317,0.0
0.42,38.27,3,1,0,10,88,3,62,0.386,0.473,0.0
2.23,6.73,3,0,0,4,71,2,68,0.438,0.358,0.0
5.42,16.25,3,1,0,1,38,0,6,0.404,0.301,0.0
22.72,4.28,3,1,1,5,143,5,10,0.229,0.389,0.0
95.8,4.27,1,1,1,4,57,3,13,0.334,0.346,0.0
0.05,34.79,3,1,0,6,23,3,7,0.773,0.609,0.0
0.16,31.49,3,1,0,0,332,4,8,0.194,0.344,0.0
1.53,14.55,1,1,0,7,177,2,9,0.479,0.345,0.0
0.2,5.35,2,1,0,2,141,1,51,0.411,0.302,0.0
1.08,29.86,1,0,1,24,8,0,30,0.726,0.681,0.63
14.92,5.3,3,1,1,1,58,0,4,0.303,0.378,0.0
89.87,12.83,2,1,1,11,25,1,73,0.737,0.755,0.0
9.09,6.69,1,1,1,30,16,3,14,0.605,0.798,0.0
0.22,16.75,3,0,1,3,525,3,5,0.235,0.12,0.453
1.6,12.86,2,1,1,2,249,2,45,0.172,0.166,0.0
0.12,15.64,1,1,0,0,92,0,8,0.44,0.306,0.437
8.15,17.65,3,1,0,10,112,0,24,0.57,0.542,0.0
0.04,4.21,3,0,0,7,10,4,57,0.792,0.602,0.0
8.92,18.01,1,1,0,6,63,2,28,0.375,0.523,0.0
2.47,6.69,2,1,0,10,59,1,27,0.406,0.442,0.0
1.12,10.68,3,0,0,5,55,5,2,0.303,0.432,0.0
63.55,48.75,1,0,1,4,115,3,39,0.465,0.459,0.0
9.58,6.24,1,0,0,10,80,3,23,0.369,0.598,0.0
1.17,3.35,1,1,0,1,413,2,36,0.347,0.241,0.0
0.01,41.66,3,1,0,3,187,0,63,0.292,0.301,0.0
7.62,6.93,3,1,0,7,16,4,72,0.719,0.606,0.0
0.93,5.54,1,1,0,7,109,1,66,0.371,0.475,0.0
0.24,5.87,1,1,1,5,228,1,74,0.175,0.288,0.0
10.87,3.24,2,0,0,2,520,4,59,0.146,0.196,0.0
0.17,6.02,1,1,0,0,186,4,69,0.156,0.228,0.0
1.89,13.19,3,1,1,2,569,3,28,0.311,0.206,0.0
1.76,4.0,2,1,1,22,22,5,35,0.723,0.735,0.0
0.82,4.74,1,0,0,8,99,1,17,0.426,0.379,0.0
2.13,5.29,1,0,0,6,19,2,63,0.702,0.642,0.0
17.91,3.25,1,1,1,3,4,3,32,0.689,0.708,0.0
2.71,3.37,2,1,1,1,180,3,61,0.328,0.389,0.0
0.18,13.53,3,1,0,5,475,2,40,0.282,0.126,0.0
62.74,17.35,1,1,1,6,30,1,16,0.601,0.755,0.0
0.62,14.89,3,1,0,2,460,1,58,0.107,0.278,0.0
0.44,5.53,2,0,0,0,324,1,74,0.182,0.143,0.0
73.19,4.63,3,0,0,2,365,3,61,0.138,0.298,0.0
5.0,3.44,3,0,0,15,8,3,49,0.717,0.749,0.0
77.39,6.43,2,1,0,4,340,1,67,0.277,0.212,0.0
4.46,4.29,1,1,1,5,103,1,17,0.263,0.392,0.0
0.3,4.18,1,1,0,4,173,2,17,0.308,0.31,0.0
1.43,6.43,1,0,0,3,154,1,19,0.555,0.322,0.0
2.06,42.18,2,1,0,27,29,4,16,0.684,0.759,0.0
0.1,6.74,3,1,0,2,46,2,9,0.122,0.244,0.0
0.69,17.95,3,0,0,5,188,3,12,0.182,0.354,0.0
1.96,5.38,1,1,1,10,112,0,73,0.483,0.331,0.0
1.45,6.88,3,1,0,25,14,4,54,0.791,0.678,0.0
1.51,3.2,1,1,1,2,79,0,58,0.315,0.344,0.635
0.48,42.94,2,1,1,5,149,0,7,0.43,0.484,0.785
0.25,4.42,1,1,1,5,71,3,11,0.324,0.39,0.742
15.72,6.33,1,0,0,9,41,0,25,0.335,0.554,0.0
0.6,33.76,3,0,0,0,24,3,42,0.378,0.297,0.0
0.6,5.77,3,1,1,4,68,3,63,0.349,0.254,0.526
0.65,5.57,1,0,0,17,11,0,71,0.639,0.773,0.416
0.51,5.5,1,0,0,5,527,2,45,0.128,0.321,0.0
0.02,3.5,1,0,0,10,91,3,30,0.593,0.554,0.0
1.12,6.16,1,1,0,9,134,3,40,0.467,0.336,0.0
1.81,5.06,1,0,0,5,161,4,55,0.322,0.338,0.0
0.14,4.18,1,1,0,10,61,0,58,0.407,0.505,0.46
0.85,15.36,1,0,1,12,2,2,64,0.703,0.736,0.0
1.4,4.48,1,1,0,7,83,2,64,0.48,0.415,0.0
18.97,14.72,1,0,1,7,167,3,70,0.39,0.591,0.0
14.51,3.44,3,0,0,9,75,4,33,0.525,0.585,0.0
13.65,4.16,1,1,1,26,17,0,5,0.713,0.74,0.0
18.43,25.53,1,1,1,5,65,5,37,0.178,0.342,0.0
0.4,14.24,1,1,0,0,233,4,47,0.369,0.134,0.0
14.7,4.76,1,1,0,1,176,5,0,0.379,0.292,0.0
2.49,5.46,3,1,1,4,371,5,45,0.283,0.197,0.0
63.94,34.3,2,1,0,8,38,3,15,0.505,0.4,0.0
1.22,4.04,3,1,0,4,75,5,32,0.522,0.598,0.0
2.03,17.5,1,1,1,18,0,1,68,0.659,0.8,0.0
15.34,5.19,2,1,0,4,89,4,35,0.423,0.585,0.0
0.02,16.29,3,1,0,3,205,4,14,0.297,0.132,0.0
3.11,40.29,3,1,0,7,67,0,51,0.313,0.553,0.0
0.4,6.44,2,1,0,9,39,1,25,0.596,0.491,0.0
3.28,17.02,3,1,0,7,74,5,17,0.393,0.566,0.0
0.69,5.58,3,1,0,4,555,0,12,0.223,0.297,0.296
0.77,42.91,3,0,0,0,356,1,55,0.116,0.202,0.0
1.82,45.74,3,0,1,2,110,3,58,0.176,0.121,0.0
0.5,4.62,2,1,0,0,55,2,52,0.14,0.349,0.0
0.74,10.08,2,0,0,2,160,2,51,0.2,0.325,0.0
0.09,3.21,3,1,0,5,150,1,35,0.103,0.185,0.0
1.11,16.45,3,1,1,3,23,5,34,0.758,0.626,0.0
11.95,3.19,1,1,0,4,41,0,1,0.358,0.448,0.0
